Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.6070         -305.010     -325.945       20.935   723.0
0.6080         -305.136     -326.102       20.966   724.1
0.6090         -305.266     -326.260       20.994   725.1
0.6100         -305.401     -326.419       21.018   725.9
0.6110         -305.539     -326.577       21.039   726.6
0.6120         -305.681     -326.736       21.055   727.2
0.6130         -305.827     -326.895       21.068   727.6
0.6140         -305.978     -327.054       21.077   727.9
0.6150         -306.132     -327.214       21.082   728.1
0.6160         -306.290     -327.373       21.083   728.2
0.6170         -306.452     -327.533       21.081   728.1
0.6180         -306.618     -327.693       21.074   727.9
0.6190         -306.788     -327.852       21.064   727.5
0.6200         -306.962     -328.012       21.050   727.0
0.6210         -307.140     -328.172       21.032   726.4
0.6220         -307.321     -328.332       21.011   725.7
0.6230         -307.506     -328.492       20.986   724.8
0.6240         -307.695     -328.652       20.957   723.8
0.6250         -307.888     -328.812       20.925   722.7
0.6260         -308.084     -328.973       20.889   721.5
0.6270         -308.283     -329.133       20.850   720.1
0.6280         -308.486     -329.294       20.808   718.6
0.6290         -308.692     -329.454       20.762   717.1
0.6300         -308.901     -329.615       20.714   715.4
0.6310         -309.114     -329.776       20.663   713.6
0.6320         -309.329     -329.938       20.608   711.8
0.6330         -309.548     -330.099       20.551   709.8
0.6340         -309.769     -330.261       20.492   707.7
0.6350         -309.993     -330.423       20.429   705.6
0.6360         -310.220     -330.585       20.365   703.3
0.6370         -310.450     -330.747       20.297   701.0
0.6380         -310.682     -330.910       20.228   698.6
0.6390         -310.916     -331.072       20.157   696.2
0.6400         -311.152     -331.235       20.083   693.6
0.6410         -311.391     -331.398       20.007   691.0
0.6420         -311.631     -331.561       19.930   688.3
0.6430         -311.874     -331.724       19.851   685.6
0.6440         -312.118     -331.888       19.770   682.8
0.6450         -312.364     -332.051       19.687   679.9
0.6460         -312.611     -332.214       19.603   677.0
0.6470         -312.860     -332.378       19.518   674.1
0.6480         -313.110     -332.541       19.432   671.1
0.6490         -313.361     -332.705       19.344   668.1
0.6500         -313.613     -332.868       19.255   665.0
0.6510         -313.866     -333.032       19.166   661.9
0.6520         -314.120     -333.195       19.075   658.8
0.6530         -314.375     -333.359       18.984   655.7
0.6540         -314.630     -333.522       18.892   652.5
0.6550         -314.886     -333.685       18.800   649.3
0.6560         -315.142     -333.849       18.707   646.1
0.6570         -315.398     -334.012       18.614   642.9
0.6580         -315.655     -334.175       18.521   639.7
0.6590         -315.911     -334.338       18.427   636.4
0.6600         -316.168     -334.502       18.334   633.2
0.6610         -316.424     -334.664       18.241   630.0
0.6620         -316.680     -334.827       18.147   626.8
0.6630         -316.935     -334.989       18.054   623.5
0.6640         -317.191     -335.152       17.961   620.3
0.6650         -317.445     -335.314       17.869   617.1
0.6660         -317.699     -335.476       17.777   614.0
0.6670         -317.952     -335.638       17.685   610.8
0.6680         -318.205     -335.799       17.594   607.7
0.6690         -318.457     -335.961       17.504   604.6
0.6700         -318.708     -336.123       17.415   601.5
0.6710         -318.957     -336.284       17.327   598.4
0.6720         -319.206     -336.446       17.240   595.4
0.6730         -319.454     -336.608       17.154   592.4
0.6740         -319.701     -336.770       17.069   589.5
0.6750         -319.946     -336.932       16.985   586.6
0.6760         -320.191     -337.094       16.904   583.8
0.6770         -320.434     -337.257       16.823   581.0
0.6780         -320.676     -337.420       16.744   578.3
0.6790         -320.917     -337.584       16.667   575.6
0.6800         -321.156     -337.748       16.592   573.0
0.6810         -321.394     -337.912       16.518   570.5
0.6820         -321.631     -338.077       16.446   568.0
0.6830         -321.866     -338.242       16.376   565.6
0.6840         -322.100     -338.408       16.308   563.2
0.6850         -322.332     -338.574       16.243   561.0
0.6860         -322.563     -338.741       16.179   558.8
0.6870         -322.792     -338.909       16.117   556.6
0.6880         -323.020     -339.077       16.057   554.6
0.6890         -323.246     -339.245       16.000   552.6
0.6900         -323.470     -339.414       15.944   550.7
0.6910         -323.693     -339.583       15.891   548.8
0.6920         -323.914     -339.753       15.839   547.1
0.6930         -324.133     -339.923       15.790   545.4
0.6940         -324.351     -340.094       15.743   543.7
0.6950         -324.566     -340.265       15.699   542.2
0.6960         -324.780     -340.436       15.656   540.7
0.6970         -324.993     -340.608       15.615   539.3
0.6980         -325.203     -340.780       15.577   538.0
0.6990         -325.411     -340.951       15.540   536.7
0.7000         -325.618     -341.124       15.506   535.5
0.7010         -325.823     -341.296       15.474   534.4
0.7020         -326.025     -341.469       15.443   533.4
0.7030         -326.226     -341.642       15.415   532.4
0.7040         -326.425     -341.814       15.389   531.5
0.7050         -326.622     -341.987       15.365   530.7
0.7060         -326.817     -342.161       15.344   529.9
0.7070         -327.010     -342.334       15.324   529.2
0.7080         -327.202     -342.508       15.306   528.6
0.7090         -327.391     -342.681       15.290   528.1
0.7100         -327.578     -342.855       15.277   527.6
0.7110         -327.763     -343.029       15.265   527.2
0.7120         -327.947     -343.203       15.256   526.9
0.7130         -328.129     -343.377       15.248   526.6
0.7140         -328.308     -343.551       15.243   526.4
0.7150         -328.486     -343.726       15.240   526.3
0.7160         -328.662     -343.900       15.238   526.3
0.7170         -328.836     -344.075       15.239   526.3
0.7180         -329.008     -344.250       15.242   526.4
0.7190         -329.178     -344.426       15.247   526.6
0.7200         -329.347     -344.601       15.255   526.9
0.7210         -329.513     -344.777       15.264   527.2
0.7220         -329.678     -344.953       15.275   527.6
0.7230         -329.841     -345.129       15.288   528.0
0.7240         -330.002     -345.306       15.304   528.5
0.7250         -330.161     -345.482       15.321   529.1
0.7260         -330.319     -345.658       15.340   529.8
0.7270         -330.474     -345.835       15.361   530.5
0.7280         -330.628     -346.011       15.383   531.3
0.7290         -330.780     -346.187       15.408   532.1
0.7300         -330.930     -346.363       15.434   533.0
0.7310         -331.077     -346.539       15.461   534.0
0.7320         -331.224     -346.714       15.491   535.0
0.7330         -331.368     -346.889       15.521   536.1
0.7340         -331.510     -347.063       15.553   537.2
0.7350         -331.650     -347.236       15.586   538.3
0.7360         -331.788     -347.409       15.621   539.5
0.7370         -331.924     -347.581       15.656   540.7
0.7380         -332.059     -347.751       15.693   542.0
0.7390         -332.191     -347.921       15.730   543.3
0.7400         -332.321     -348.090       15.769   544.6
0.7410         -332.450     -348.258       15.808   546.0
0.7420         -332.576     -348.424       15.848   547.4
0.7430         -332.701     -348.590       15.889   548.8
0.7440         -332.823     -348.754       15.931   550.2
0.7450         -332.944     -348.917       15.973   551.7
0.7460         -333.063     -349.078       16.015   553.1
0.7470         -333.180     -349.239       16.059   554.6
0.7480         -333.295     -349.398       16.103   556.1
0.7490         -333.409     -349.556       16.147   557.7
0.7500         -333.521     -349.713       16.192   559.2
0.7510         -333.631     -349.869       16.238   560.8
0.7520         -333.740     -350.023       16.284   562.4
0.7530         -333.847     -350.177       16.330   564.0
0.7540         -333.952     -350.329       16.377   565.6
0.7550         -334.057     -350.481       16.424   567.2
0.7560         -334.159     -350.631       16.472   568.9
0.7570         -334.261     -350.781       16.520   570.6
0.7580         -334.361     -350.929       16.569   572.2
0.7590         -334.459     -351.077       16.618   573.9
0.7600         -334.557     -351.224       16.667   575.6
0.7610         -334.653     -351.370       16.717   577.4
0.7620         -334.748     -351.515       16.767   579.1
0.7630         -334.842     -351.660       16.817   580.8
0.7640         -334.935     -351.803       16.868   582.6
0.7650         -335.027     -351.946       16.919   584.3
0.7660         -335.118     -352.088       16.970   586.1
0.7670         -335.208     -352.229       17.021   587.9
0.7680         -335.297     -352.369       17.072   589.6
0.7690         -335.385     -352.508       17.123   591.4
0.7700         -335.472     -352.647       17.175   593.2
0.7710         -335.558     -352.784       17.226   594.9
0.7720         -335.644     -352.920       17.276   596.7
0.7730         -335.728     -353.056       17.327   598.4
0.7740         -335.812     -353.190       17.377   600.2
